I10-C-2023-07-26__2020-07-03__09-40-43(1).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-44(2).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-45(3).JPG	0	
I10-C-2023-07-26__2020-09-25__12-48-07(2).JPG	1	
I10-C-2023-07-26__2020-09-25__12-48-08(3).JPG	1	
I10-C-2023-07-26__2020-09-25__12-49-08(1).JPG	1	
I10-C-2023-07-26__2020-09-25__12-49-09(2).JPG	1	
I10-C-2023-07-26__2020-09-25__12-49-10(3).JPG	1	
I10-C-2023-07-26__2020-09-25__13-01-13(1).JPG	1	
I10-C-2023-07-26__2020-09-25__13-01-14(2).JPG	1	
I10-C-2023-07-26__2020-09-25__13-01-15(3).JPG	1	
I10-C-2023-07-26__2020-09-25__13-12-03(1).JPG	1	
I10-C-2023-07-26__2020-09-25__13-12-04(2).JPG	1	
I10-C-2023-07-26__2020-09-25__13-12-05(3).JPG	1	
I10-C-2023-07-26__2020-09-25__13-17-45(1).JPG	1	
I10-C-2023-07-26__2020-09-25__13-17-46(2).JPG	1	
I10-C-2023-07-26__2020-09-25__13-17-47(3).JPG	1	
I10-C-2023-07-26__2020-09-25__13-18-59(1).JPG	1	
I10-C-2023-07-26__2020-09-25__13-19-00(1).JPG	1	
I10-C-2023-07-26__2020-09-25__13-19-01(2).JPG	1	
I10-C-2023-07-26__2020-09-25__13-19-59(3).JPG	1	
I10-C-2023-07-26__2020-09-25__13-20-00(1).JPG	1	
I10-C-2023-07-26__2020-09-25__13-20-01(2).JPG	1	
I10-C-2023-07-26__2020-09-25__13-33-25(1).JPG	1	
I10-C-2023-07-26__2020-09-25__13-33-26(2).JPG	1	
I10-C-2023-07-26__2020-09-25__13-33-27(3).JPG	1	
I10-C-2023-07-26__2020-09-25__13-42-14(1).JPG	1	
I10-C-2023-07-26__2020-09-25__13-42-15(2).JPG	1	
I10-C-2023-07-26__2020-09-25__13-42-16(3).JPG	1	
I10-C-2023-07-26__2020-09-25__14-06-10(1).JPG	1	
I10-C-2023-07-26__2020-09-25__14-06-11(2).JPG	0	
I10-C-2023-07-26__2020-09-25__14-06-12(3).JPG	0	
I10-C-2023-07-26__2020-09-25__14-10-35(1).JPG	1	
I10-C-2023-07-26__2020-09-25__14-10-36(2).JPG	1	
I10-C-2023-07-26__2020-09-25__14-10-37(3).JPG	1	
I10-C-2023-07-26__2020-09-26__09-47-54(1).JPG	1	
I10-C-2023-07-26__2020-09-26__09-47-55(2).JPG	1	
I10-C-2023-07-26__2020-09-26__09-47-56(3).JPG	1	
I10-C-2023-07-26__2020-09-26__10-30-01(1).JPG	1	
I10-C-2023-07-26__2020-09-26__10-30-02(2).JPG	1	
I10-C-2023-07-26__2020-09-26__10-30-03(3).JPG	1	
I10-C-2023-07-26__2020-09-26__10-58-07(1).JPG	1	
I10-C-2023-07-26__2020-09-26__10-58-08(2).JPG	0	
I10-C-2023-07-26__2020-09-26__10-58-09(3).JPG	1	
I10-C-2023-07-26__2020-09-26__11-01-09(1).JPG	1	
I10-C-2023-07-26__2020-09-26__11-01-10(2).JPG	1	
I10-C-2023-07-26__2020-09-26__11-01-10(3).JPG	1	
I10-C-2023-07-26__2020-09-26__11-05-08(1).JPG	1	
I10-C-2023-07-26__2020-09-26__11-05-09(2).JPG	1	
I10-C-2023-07-26__2020-09-26__11-05-10(3).JPG	1	
I10-C-2023-07-26__2020-09-26__11-11-49(1).JPG	1	
I10-C-2023-07-26__2020-09-26__11-11-50(2).JPG	0	
I10-C-2023-07-26__2020-09-26__11-11-51(3).JPG	1	
I10-C-2023-07-26__2020-09-26__11-20-45(1).JPG	1	
I10-C-2023-07-26__2020-09-26__11-20-46(2).JPG	1	
I10-C-2023-07-26__2020-09-26__11-20-47(3).JPG	1	
I10-C-2023-07-26__2020-09-26__12-32-35(1).JPG	1	
I10-C-2023-07-26__2020-09-26__12-32-36(2).JPG	1	
I10-C-2023-07-26__2020-09-26__12-32-37(3).JPG	1	
I10-C-2023-07-26__2020-09-26__12-44-47(1).JPG	1	
I10-C-2023-07-26__2020-09-26__12-44-48(2).JPG	1	
I10-C-2023-07-26__2020-09-26__12-44-49(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-00-11(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-00-12(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-00-12(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-11-22(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-11-23(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-11-24(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-12-56(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-12-57(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-12-57(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-22-02(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-22-03(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-22-04(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-23-07(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-23-08(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-23-09(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-30-41(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-30-42(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-30-43(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-32-01(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-32-02(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-32-03(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-38-21(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-38-22(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-38-22(3).JPG	1	
I10-C-2023-07-26__2020-09-26__13-44-18(1).JPG	1	
I10-C-2023-07-26__2020-09-26__13-44-19(2).JPG	1	
I10-C-2023-07-26__2020-09-26__13-44-20(3).JPG	1	
I10-C-2023-07-26__2020-09-26__14-05-37(1).JPG	1	
I10-C-2023-07-26__2020-09-26__14-05-38(2).JPG	1	
I10-C-2023-07-26__2020-09-26__14-05-39(3).JPG	1	
I10-C-2023-07-26__2020-09-26__14-30-41(1).JPG	1	
I10-C-2023-07-26__2020-09-26__14-30-42(2).JPG	1	
I10-C-2023-07-26__2020-09-26__14-30-43(3).JPG	1	
I10-C-2023-07-26__2020-09-26__14-35-52(1).JPG	1	
I10-C-2023-07-26__2020-09-26__14-35-53(2).JPG	1	
I10-C-2023-07-26__2020-09-26__14-35-54(3).JPG	1	
I10-C-2023-07-26__2020-09-26__15-02-38(1).JPG	1	
I10-C-2023-07-26__2020-09-26__15-02-39(2).JPG	1	
I10-C-2023-07-26__2020-09-26__15-02-40(3).JPG	1	
I10-C-2023-07-26__2020-09-27__09-59-08(1).JPG	1	
I10-C-2023-07-26__2020-09-27__09-59-09(2).JPG	1	
I10-C-2023-07-26__2020-09-27__09-59-10(3).JPG	1	
I10-C-2023-07-26__2020-09-27__10-41-46(1).JPG	1	
I10-C-2023-07-26__2020-09-27__10-41-47(2).JPG	1	
I10-C-2023-07-26__2020-09-27__10-41-47(3).JPG	1	
I10-C-2023-07-26__2020-09-27__10-50-01(1).JPG	1	
I10-C-2023-07-26__2020-09-27__10-50-02(2).JPG	1	
I10-C-2023-07-26__2020-09-27__10-50-03(3).JPG	1	
I10-C-2023-07-26__2020-09-27__10-53-31(1).JPG	1	
I10-C-2023-07-26__2020-09-27__10-53-32(2).JPG	1	
I10-C-2023-07-26__2020-09-27__10-53-33(3).JPG	1	
I10-C-2023-07-26__2020-09-27__11-19-43(1).JPG	1	
I10-C-2023-07-26__2020-09-27__11-19-44(2).JPG	1	
I10-C-2023-07-26__2020-09-27__11-19-45(3).JPG	1	
I10-C-2023-07-26__2020-09-27__12-09-56(1).JPG	1	
I10-C-2023-07-26__2020-09-27__12-09-57(2).JPG	1	
I10-C-2023-07-26__2020-09-27__12-09-58(3).JPG	1	
I10-C-2023-07-26__2020-09-27__12-31-40(1).JPG	1	
I10-C-2023-07-26__2020-09-27__12-31-41(2).JPG	1	
I10-C-2023-07-26__2020-09-27__12-31-42(3).JPG	1	
I10-C-2023-07-26__2020-09-27__12-40-21(1).JPG	1	
I10-C-2023-07-26__2020-09-27__12-40-22(2).JPG	1	
I10-C-2023-07-26__2020-09-27__12-40-23(3).JPG	1	
I10-C-2023-07-26__2020-09-27__12-45-11(1).JPG	1	
I10-C-2023-07-26__2020-09-27__12-45-12(2).JPG	1	
I10-C-2023-07-26__2020-09-27__12-45-13(3).JPG	1	
I10-C-2023-07-26__2020-09-27__12-47-58(1).JPG	1	
I10-C-2023-07-26__2020-09-27__12-47-59(2).JPG	1	
I10-C-2023-07-26__2020-09-27__12-48-00(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-07-08(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-07-09(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-07-10(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-08-50(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-08-51(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-08-52(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-12-03(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-12-04(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-12-05(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-15-17(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-15-18(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-15-19(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-17-11(1).JPG	0	
I10-C-2023-07-26__2020-09-27__13-17-12(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-17-13(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-19-59(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-20-00(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-20-00(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-21-19(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-21-20(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-21-21(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-30-00(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-30-01(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-30-02(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-32-09(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-32-10(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-32-11(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-48-32(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-48-33(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-48-34(3).JPG	1	
I10-C-2023-07-26__2020-09-27__13-51-11(1).JPG	1	
I10-C-2023-07-26__2020-09-27__13-51-12(2).JPG	1	
I10-C-2023-07-26__2020-09-27__13-51-13(3).JPG	1	
I10-C-2023-07-26__2020-09-27__14-07-23(1).JPG	1	
I10-C-2023-07-26__2020-09-27__14-07-24(2).JPG	1	
I10-C-2023-07-26__2020-09-27__14-07-25(3).JPG	1	
I10-C-2023-07-26__2020-09-27__14-33-12(1).JPG	1	
I10-C-2023-07-26__2020-09-27__14-33-13(2).JPG	1	
I10-C-2023-07-26__2020-09-27__14-33-14(3).JPG	1	
I10-C-2023-07-26__2020-09-27__14-53-37(1).JPG	1	
I10-C-2023-07-26__2020-09-27__14-53-38(2).JPG	1	
I10-C-2023-07-26__2020-09-27__14-53-39(3).JPG	1	
I10-C-2023-07-26__2020-09-28__10-01-13(1).JPG	1	
I10-C-2023-07-26__2020-09-28__10-01-14(2).JPG	1	
I10-C-2023-07-26__2020-09-28__10-01-15(3).JPG	1	
I10-C-2023-07-26__2020-09-28__10-58-11(1).JPG	1	
I10-C-2023-07-26__2020-09-28__10-58-11(2).JPG	1	
I10-C-2023-07-26__2020-09-28__10-58-12(3).JPG	1	
I10-C-2023-07-26__2020-09-28__11-03-56(1).JPG	1	
I10-C-2023-07-26__2020-09-28__11-03-57(2).JPG	1	
I10-C-2023-07-26__2020-09-28__11-03-58(3).JPG	1	
I10-C-2023-07-26__2020-09-28__11-05-12(1).JPG	1	
I10-C-2023-07-26__2020-09-28__11-05-13(2).JPG	1	
I10-C-2023-07-26__2020-09-28__11-05-14(3).JPG	1	
I10-C-2023-07-26__2020-09-28__11-12-25(1).JPG	1	
I10-C-2023-07-26__2020-09-28__11-12-26(2).JPG	1	
I10-C-2023-07-26__2020-09-28__11-12-27(3).JPG	1	
I10-C-2023-07-26__2020-09-28__11-18-08(1).JPG	1	
I10-C-2023-07-26__2020-09-28__11-18-09(2).JPG	1	
I10-C-2023-07-26__2020-09-28__11-18-10(3).JPG	1	
I10-C-2023-07-26__2020-09-28__12-01-57(1).JPG	1	
I10-C-2023-07-26__2020-09-28__12-01-57(2).JPG	1	
I10-C-2023-07-26__2020-09-28__12-01-58(3).JPG	1	
I10-C-2023-07-26__2020-09-28__12-09-42(1).JPG	1	
I10-C-2023-07-26__2020-09-28__12-09-43(2).JPG	1	
I10-C-2023-07-26__2020-09-28__12-09-44(3).JPG	1	
I10-C-2023-07-26__2020-09-28__12-43-26(1).JPG	1	
I10-C-2023-07-26__2020-09-28__12-43-27(2).JPG	0	
I10-C-2023-07-26__2020-09-28__12-43-27(3).JPG	0	
I10-C-2023-07-26__2020-09-28__12-55-42(1).JPG	1	
I10-C-2023-07-26__2020-09-28__12-55-43(2).JPG	1	
I10-C-2023-07-26__2020-09-28__12-55-44(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-06-32(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-06-33(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-06-34(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-09-41(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-09-42(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-09-43(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-13-04(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-13-05(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-13-06(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-16-00(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-16-01(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-16-02(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-17-07(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-17-08(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-17-09(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-20-06(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-20-07(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-20-08(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-27-06(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-27-07(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-27-08(3).JPG	0	
I10-C-2023-07-26__2020-09-28__13-35-00(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-35-01(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-35-02(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-39-33(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-39-34(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-39-35(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-45-09(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-45-10(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-45-11(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-49-47(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-49-48(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-49-49(3).JPG	1	
I10-C-2023-07-26__2020-09-28__13-51-16(1).JPG	1	
I10-C-2023-07-26__2020-09-28__13-51-17(2).JPG	1	
I10-C-2023-07-26__2020-09-28__13-51-18(3).JPG	1	
I10-C-2023-07-26__2020-09-28__14-08-14(1).JPG	1	
I10-C-2023-07-26__2020-09-28__14-08-15(2).JPG	1	
I10-C-2023-07-26__2020-09-28__14-08-16(3).JPG	1	
I10-C-2023-07-26__2020-09-28__14-09-31(1).JPG	1	
I10-C-2023-07-26__2020-09-28__14-09-32(2).JPG	1	
I10-C-2023-07-26__2020-09-28__14-09-33(3).JPG	1	
I10-C-2023-07-26__2020-09-28__14-10-33(1).JPG	1	
I10-C-2023-07-26__2020-09-28__14-10-34(2).JPG	1	
I10-C-2023-07-26__2020-09-28__14-10-35(3).JPG	1	
I10-C-2023-07-26__2020-09-28__14-19-55(1).JPG	1	
I10-C-2023-07-26__2020-09-28__14-19-56(2).JPG	1	
I10-C-2023-07-26__2020-09-28__14-19-57(3).JPG	1	
I10-C-2023-07-26__2020-09-28__14-30-53(1).JPG	1	
I10-C-2023-07-26__2020-09-28__14-30-54(2).JPG	1	
I10-C-2023-07-26__2020-09-28__14-30-55(3).JPG	0	
I10-C-2023-07-26__2020-09-28__14-54-53(1).JPG	1	
I10-C-2023-07-26__2020-09-28__14-54-54(2).JPG	1	
I10-C-2023-07-26__2020-09-28__14-54-54(3).JPG	1	
I10-C-2023-07-26__2020-09-29__08-07-15(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-29__08-07-16(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-29__08-07-17(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-29__08-08-12(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-29__08-08-13(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-29__08-08-14(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-29__08-58-14(1).JPG	2: bushbuck	0	
I10-C-2023-07-26__2020-09-29__08-58-15(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-29__08-58-15(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-29__10-43-16(1).JPG	1	
I10-C-2023-07-26__2020-09-29__10-43-17(2).JPG	1	
I10-C-2023-07-26__2020-09-29__10-43-18(3).JPG	1	
I10-C-2023-07-26__2020-09-29__10-49-10(1).JPG	1	
I10-C-2023-07-26__2020-09-29__10-49-11(2).JPG	1	
I10-C-2023-07-26__2020-09-29__10-49-12(3).JPG	1	
I10-C-2023-07-26__2020-09-29__10-50-50(1).JPG	1	
I10-C-2023-07-26__2020-09-29__10-50-51(2).JPG	1	
I10-C-2023-07-26__2020-09-29__10-50-52(3).JPG	1	
I10-C-2023-07-26__2020-09-29__11-29-46(1).JPG	1	
I10-C-2023-07-26__2020-09-29__11-29-47(2).JPG	1	
I10-C-2023-07-26__2020-09-29__11-29-48(3).JPG	1	
I10-C-2023-07-26__2020-09-29__12-03-12(1).JPG	1	
I10-C-2023-07-26__2020-09-29__12-03-13(2).JPG	1	
I10-C-2023-07-26__2020-09-29__12-03-14(3).JPG	0	
I10-C-2023-07-26__2020-09-29__12-27-25(1).JPG	1	
I10-C-2023-07-26__2020-09-29__12-27-26(2).JPG	1	
I10-C-2023-07-26__2020-09-29__12-27-27(3).JPG	1	
I10-C-2023-07-26__2020-09-29__12-44-00(1).JPG	1	
I10-C-2023-07-26__2020-09-29__12-44-01(2).JPG	1	
I10-C-2023-07-26__2020-09-29__12-44-02(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-03-02(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-03-03(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-03-04(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-22-40(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-22-41(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-22-42(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-27-05(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-27-06(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-27-07(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-28-14(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-28-15(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-28-16(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-31-54(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-31-55(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-31-56(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-34-04(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-34-05(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-34-06(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-36-06(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-36-07(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-36-08(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-37-14(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-37-15(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-37-16(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-41-19(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-41-20(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-41-21(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-53-48(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-53-49(2).JPG	0	
I10-C-2023-07-26__2020-09-29__13-53-50(3).JPG	1	
I10-C-2023-07-26__2020-09-29__13-56-41(1).JPG	1	
I10-C-2023-07-26__2020-09-29__13-56-42(2).JPG	1	
I10-C-2023-07-26__2020-09-29__13-56-43(3).JPG	1	
I10-C-2023-07-26__2020-09-29__14-03-23(1).JPG	1	
I10-C-2023-07-26__2020-09-29__14-03-24(2).JPG	0	
I10-C-2023-07-26__2020-09-29__14-03-24(3).JPG	1	
I10-C-2023-07-26__2020-09-29__14-23-14(1).JPG	1	
I10-C-2023-07-26__2020-09-29__14-23-15(2).JPG	1	
I10-C-2023-07-26__2020-09-29__14-23-16(3).JPG	1	
I10-C-2023-07-26__2020-09-29__14-37-09(1).JPG	1	
I10-C-2023-07-26__2020-09-29__14-37-10(2).JPG	1	
I10-C-2023-07-26__2020-09-29__14-37-11(3).JPG	1	
I10-C-2023-07-26__2020-09-29__14-39-26(1).JPG	1	
I10-C-2023-07-26__2020-09-29__14-39-27(2).JPG	1	
I10-C-2023-07-26__2020-09-29__14-39-28(3).JPG	1	
I10-C-2023-07-26__2020-09-30__05-16-31(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-09-30__05-16-32(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-09-30__05-16-33(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-09-30__11-00-21(1).JPG	1	
I10-C-2023-07-26__2020-09-30__11-00-22(2).JPG	1	
I10-C-2023-07-26__2020-09-30__11-00-23(3).JPG	1	
I10-C-2023-07-26__2020-09-30__11-05-52(1).JPG	1	
I10-C-2023-07-26__2020-09-30__11-05-53(2).JPG	1	
I10-C-2023-07-26__2020-09-30__11-05-54(3).JPG	1	
I10-C-2023-07-26__2020-09-30__11-12-22(1).JPG	1	
I10-C-2023-07-26__2020-09-30__11-12-23(2).JPG	1	
I10-C-2023-07-26__2020-09-30__11-12-24(3).JPG	1	
I10-C-2023-07-26__2020-09-30__14-53-10(1).JPG	1	
I10-C-2023-07-26__2020-09-30__14-53-11(2).JPG	1	
I10-C-2023-07-26__2020-09-30__14-53-12(3).JPG	1	
I10-C-2023-07-26__2020-09-30__19-26-54(1).JPG	1: civet	0	
I10-C-2023-07-26__2020-09-30__19-26-55(2).JPG	1: civet	0	
I10-C-2023-07-26__2020-09-30__19-26-56(3).JPG	1: civet	0	
I10-C-2023-07-26__2020-10-01__09-14-00(1).JPG	1	
I10-C-2023-07-26__2020-10-01__09-14-01(2).JPG	1	
I10-C-2023-07-26__2020-10-01__09-14-02(3).JPG	1	
I10-C-2023-07-26__2020-10-01__09-30-59(1).JPG	1	
I10-C-2023-07-26__2020-10-01__09-31-00(1).JPG	1	
I10-C-2023-07-26__2020-10-01__09-31-01(2).JPG	1	
I10-C-2023-07-26__2020-10-01__09-48-01(1).JPG	1	
I10-C-2023-07-26__2020-10-01__09-48-02(2).JPG	1	
I10-C-2023-07-26__2020-10-01__09-48-03(3).JPG	1	
I10-C-2023-07-26__2020-10-01__09-49-31(1).JPG	1	
I10-C-2023-07-26__2020-10-01__09-49-32(2).JPG	1	
I10-C-2023-07-26__2020-10-01__09-49-33(3).JPG	1	
I10-C-2023-07-26__2020-10-01__10-10-16(1).JPG	1	
I10-C-2023-07-26__2020-10-01__10-10-17(2).JPG	1	
I10-C-2023-07-26__2020-10-01__10-10-18(3).JPG	1	
I10-C-2023-07-26__2020-10-01__12-09-27(1).JPG	1	
I10-C-2023-07-26__2020-10-01__12-09-28(2).JPG	1	
I10-C-2023-07-26__2020-10-01__12-09-29(3).JPG	1	
I10-C-2023-07-26__2020-10-01__12-23-10(1).JPG	1	
I10-C-2023-07-26__2020-10-01__12-23-11(2).JPG	1	
I10-C-2023-07-26__2020-10-01__12-23-12(3).JPG	1	
I10-C-2023-07-26__2020-10-01__12-27-24(1).JPG	1	
I10-C-2023-07-26__2020-10-01__12-27-25(2).JPG	1	
I10-C-2023-07-26__2020-10-01__12-27-26(3).JPG	1	
I10-C-2023-07-26__2020-10-01__13-07-34(1).JPG	1	
I10-C-2023-07-26__2020-10-01__13-07-35(2).JPG	1	
I10-C-2023-07-26__2020-10-01__13-07-35(3).JPG	1	
I10-C-2023-07-26__2020-10-01__13-26-53(1).JPG	1	
I10-C-2023-07-26__2020-10-01__13-26-54(2).JPG	1	
I10-C-2023-07-26__2020-10-01__13-26-55(3).JPG	1	
I10-C-2023-07-26__2020-10-01__13-28-24(1).JPG	1	
I10-C-2023-07-26__2020-10-01__13-28-25(2).JPG	1	
I10-C-2023-07-26__2020-10-01__13-28-26(3).JPG	1	
I10-C-2023-07-26__2020-10-01__13-35-17(1).JPG	1	
I10-C-2023-07-26__2020-10-01__13-35-18(2).JPG	1	
I10-C-2023-07-26__2020-10-01__13-35-18(3).JPG	1	
I10-C-2023-07-26__2020-10-01__13-37-53(1).JPG	1	
I10-C-2023-07-26__2020-10-01__13-37-54(2).JPG	1	
I10-C-2023-07-26__2020-10-01__13-37-55(3).JPG	1	
I10-C-2023-07-26__2020-10-01__13-50-10(1).JPG	1	
I10-C-2023-07-26__2020-10-01__13-50-11(2).JPG	1	
I10-C-2023-07-26__2020-10-01__13-50-12(3).JPG	1	
I10-C-2023-07-26__2020-10-01__13-56-39(1).JPG	1	
I10-C-2023-07-26__2020-10-01__13-56-40(2).JPG	1	
I10-C-2023-07-26__2020-10-01__13-56-41(3).JPG	1	
I10-C-2023-07-26__2020-10-01__14-03-06(1).JPG	1	
I10-C-2023-07-26__2020-10-01__14-03-07(2).JPG	1	
I10-C-2023-07-26__2020-10-01__14-03-08(3).JPG	1	
I10-C-2023-07-26__2020-10-01__14-13-40(1).JPG	1	
I10-C-2023-07-26__2020-10-01__14-13-41(2).JPG	1	
I10-C-2023-07-26__2020-10-01__14-13-42(3).JPG	0	
I10-C-2023-07-26__2020-10-02__10-40-11(1).JPG	1	
I10-C-2023-07-26__2020-10-02__10-40-12(2).JPG	1	
I10-C-2023-07-26__2020-10-02__10-40-13(3).JPG	1	
I10-C-2023-07-26__2020-10-02__10-46-34(1).JPG	1	
I10-C-2023-07-26__2020-10-02__10-46-35(2).JPG	1	
I10-C-2023-07-26__2020-10-02__10-46-36(3).JPG	1	
I10-C-2023-07-26__2020-10-02__10-52-51(1).JPG	1	
